uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
976694285,Vatican City,Household,Offline,C,1/25/11,Europe,2/7/11,4398,668.27,502.54,2939051.46,2210170.92,728880.54
818731915,Norway,Household,Offline,M,9/19/12,Europe,11/1/12,9823,668.27,502.54,6564416.21,4936450.42,1627965.79
288951003,Kosovo,Household,Online,H,1/14/11,Europe,2/28/11,5878,668.27,502.54,3928091.06,2953930.12,974160.94
270212876,Papua New Guinea,Cereal,Offline,L,6/4/17,Australia and Oceania,7/21/17,850,205.7,117.11,174845,99543.5,75301.5
815691363,Kuwait,Meat,Online,C,4/13/10,Middle East and North Africa,4/27/10,56,421.89,364.69,23625.84,20422.64,3203.2
698872792,Tuvalu,Baby Food,Offline,C,7/2/14,Australia and Oceania,7/29/14,845,255.28,159.42,215711.6,134709.9,81001.7
563555991,Nicaragua,Cereal,Online,H,5/24/14,Central America and the Caribbean,5/27/14,7596,205.7,117.11,1562497.2,889567.56,672929.64
673852288,Croatia,Clothes,Online,M,6/25/10,Europe,7/19/10,6721,109.28,35.84,734470.88,240880.64,493590.24
464185512,Haiti,Fruits,Online,L,9/16/15,Central America and the Caribbean,9/24/15,1663,9.33,6.92,15515.79,11507.96,4007.83
789291989,Tuvalu,Meat,Offline,M,10/18/13,Australia and Oceania,11/26/13,7894,421.89,364.69,3330399.66,2878862.86,451536.8
774220550,Croatia,Meat,Offline,H,1/13/16,Europe,2/18/16,7920,421.89,364.69,3341368.8,2888344.8,453024
964332520,Czech Republic,Cereal,Offline,H,1/21/12,Europe,2/24/12,6277,205.7,117.11,1291178.9,735099.47,556079.43
175301730,Egypt,Cosmetics,Offline,H,6/30/11,Middle East and North Africa,7/5/11,4532,437.2,263.33,1981390.4,1193411.56,787978.84
443114507,Sierra Leone,Vegetables,Offline,H,6/23/17,Sub-Saharan Africa,7/29/17,6284,154.06,90.93,968113.04,571404.12,396708.92
274069678,Rwanda,Fruits,Online,L,4/3/15,Sub-Saharan Africa,5/22/15,2163,9.33,6.92,20180.79,14967.96,5212.83
494778573,Macedonia,Meat,Offline,M,11/14/13,Europe,12/17/13,4830,421.89,364.69,2037728.7,1761452.7,276276
202165019,Andorra,Meat,Online,L,1/28/12,Europe,2/8/12,3977,421.89,364.69,1677856.53,1450372.13,227484.4
813465344,China,Clothes,Online,C,4/1/17,Asia,4/26/17,1327,109.28,35.84,145014.56,47559.68,97454.88
216228377,Panama,Meat,Offline,M,5/4/11,Central America and the Caribbean,5/4/11,5637,421.89,364.69,2378193.93,2055757.53,322436.4
418315446,Tonga,Baby Food,Online,L,3/20/15,Australia and Oceania,4/17/15,7691,255.28,159.42,1963358.48,1226099.22,737259.26
797900378,Finland,Meat,Online,H,9/27/16,Europe,11/2/16,5308,421.89,364.69,2239392.12,1935774.52,303617.6
353469502,Senegal,Beverages,Offline,M,5/30/12,Sub-Saharan Africa,6/15/12,8335,47.45,31.79,395495.75,264969.65,130526.1
853821647,Maldives,Meat,Offline,C,2/25/11,Asia,4/16/11,3654,421.89,364.69,1541586.06,1332577.26,209008.8
988068139,Montenegro,Beverages,Offline,M,5/18/15,Europe,6/16/15,174,47.45,31.79,8256.3,5531.46,2724.84
415632808,Guinea,Vegetables,Online,M,3/16/17,Sub-Saharan Africa,4/21/17,3839,154.06,90.93,591436.34,349080.27,242356.07
216251981,Lesotho,Cosmetics,Offline,C,5/25/17,Sub-Saharan Africa,6/10/17,2622,437.2,263.33,1146338.4,690451.26,455887.14
639974486,Dominican Republic,Office Supplies,Offline,H,12/26/13,Central America and the Caribbean,12/28/13,1527,651.21,524.96,994397.67,801613.92,192783.75
657161653,Jordan,Meat,Online,H,8/25/13,Middle East and North Africa,10/6/13,7591,421.89,364.69,3202566.99,2768361.79,434205.2
208487308,Papua New Guinea,Cosmetics,Offline,L,10/5/12,Australia and Oceania,10/24/12,4882,437.2,263.33,2134410.4,1285577.06,848833.34
654937779,Libya,Household,Offline,C,5/7/16,Middle East and North Africa,6/8/16,9498,668.27,502.54,6347228.46,4773124.92,1574103.54
727811896,Cuba,Meat,Online,L,7/22/11,Central America and the Caribbean,8/8/11,4569,421.89,364.69,1927615.41,1666268.61,261346.8
578720986,Saint Kitts and Nevis ,Baby Food,Offline,C,11/21/16,Central America and the Caribbean,12/16/16,5255,255.28,159.42,1341496.4,837752.1,503744.3
429588878,Finland,Vegetables,Online,H,4/10/10,Europe,5/23/10,3750,154.06,90.93,577725,340987.5,236737.5
122651898,Greenland,Personal Care,Offline,H,2/17/16,North America,3/10/16,4277,81.73,56.67,349559.21,242377.59,107181.62
470458877,Netherlands,Baby Food,Offline,H,9/22/10,Europe,9/24/10,8091,255.28,159.42,2065470.48,1289867.22,775603.26
105871140,Kuwait,Meat,Offline,M,10/27/16,Middle East and North Africa,12/3/16,8478,421.89,364.69,3576783.42,3091841.82,484941.6
432062518,Belgium,Beverages,Online,M,8/8/16,Europe,8/24/16,5755,47.45,31.79,273074.75,182951.45,90123.3
672519338,Egypt,Fruits,Offline,C,1/13/16,Middle East and North Africa,2/27/16,2272,9.33,6.92,21197.76,15722.24,5475.52
121040427,Dominican Republic,Cosmetics,Offline,L,10/13/10,Central America and the Caribbean,10/28/10,7407,437.2,263.33,3238340.4,1950485.31,1287855.09
391737115,United Arab Emirates,Fruits,Online,C,9/24/12,Middle East and North Africa,10/29/12,2572,9.33,6.92,23996.76,17798.24,6198.52
469033229,Syria,Vegetables,Online,C,11/22/15,Middle East and North Africa,1/7/16,6210,154.06,90.93,956712.6,564675.3,392037.3
757665097,United Kingdom,Clothes,Offline,C,5/7/15,Europe,5/14/15,8794,109.28,35.84,961008.32,315176.96,645831.36
832681548,Monaco,Cereal,Offline,H,1/8/11,Europe,1/22/11,7829,205.7,117.11,1610425.3,916854.19,693571.11
789443910,Syria,Meat,Offline,H,6/26/11,Middle East and North Africa,7/22/11,2851,421.89,364.69,1202808.39,1039731.19,163077.2
793626010,Dominica,Personal Care,Offline,H,1/3/15,Central America and the Caribbean,2/13/15,427,81.73,56.67,34898.71,24198.09,10700.62
631214177,Tuvalu,Vegetables,Online,L,5/11/13,Australia and Oceania,5/28/13,9157,154.06,90.93,1410727.42,832646.01,578081.41
158507239,Iceland,Baby Food,Online,C,9/23/10,Europe,9/29/10,4669,255.28,159.42,1191902.32,744331.98,447570.34
652116525,Antigua and Barbuda ,Personal Care,Online,L,5/13/12,Central America and the Caribbean,6/1/12,4626,81.73,56.67,378082.98,262155.42,115927.56
758965861,Cote d'Ivoire,Cereal,Online,C,3/27/13,Sub-Saharan Africa,4/3/13,3719,205.7,117.11,764998.3,435532.09,329466.21
546291577,Tuvalu,Vegetables,Offline,L,12/7/16,Australia and Oceania,1/9/17,8672,154.06,90.93,1336008.32,788544.96,547463.36
151642501,Mauritius ,Fruits,Online,L,10/6/16,Sub-Saharan Africa,11/25/16,3241,9.33,6.92,30238.53,22427.72,7810.81
232879960,El Salvador,Meat,Offline,C,9/2/14,Central America and the Caribbean,9/24/14,3210,421.89,364.69,1354266.9,1170654.9,183612
618177783,Maldives,Snacks,Offline,L,6/10/17,Asia,6/14/17,1398,152.58,97.44,213306.84,136221.12,77085.72
756022298,Australia,Snacks,Online,M,3/21/10,Australia and Oceania,4/2/10,2653,152.58,97.44,404794.74,258508.32,146286.42
165212333,Iran,Beverages,Offline,L,4/13/13,Middle East and North Africa,4/15/13,8855,47.45,31.79,420169.75,281500.45,138669.3
684859216,Guinea,Personal Care,Offline,M,2/11/10,Sub-Saharan Africa,3/26/10,3916,81.73,56.67,320054.68,221919.72,98134.96
624386775,Japan,Fruits,Offline,L,10/8/11,Asia,11/16/11,8777,9.33,6.92,81889.41,60736.84,21152.57
613531339,Kuwait,Cereal,Offline,L,3/21/15,Middle East and North Africa,4/3/15,6412,205.7,117.11,1318948.4,750909.32,568039.08
452341735,Rwanda,Vegetables,Offline,C,9/16/14,Sub-Saharan Africa,10/8/14,6826,154.06,90.93,1051613.56,620688.18,430925.38
461179292,Slovenia,Cereal,Online,C,2/17/13,Europe,3/27/13,2056,205.7,117.11,422919.2,240778.16,182141.04
130717837,Cambodia,Meat,Online,L,8/27/10,Asia,9/16/10,1168,421.89,364.69,492767.52,425957.92,66809.6
371943700,Morocco,Vegetables,Online,M,1/29/16,Middle East and North Africa,3/12/16,5261,154.06,90.93,810509.66,478382.73,332126.93
366155707,Somalia,Household,Online,H,10/7/12,Middle East and North Africa,10/23/12,2465,668.27,502.54,1647285.55,1238761.1,408524.45
714965188,Azerbaijan,Cosmetics,Offline,L,6/11/15,Middle East and North Africa,6/26/15,2942,437.2,263.33,1286242.4,774716.86,511525.54
290295970,Moldova ,Clothes,Offline,H,5/21/13,Europe,5/25/13,3883,109.28,35.84,424334.24,139166.72,285167.52
284384381,Italy,Snacks,Online,C,2/2/12,Europe,2/10/12,4513,152.58,97.44,688593.54,439746.72,248846.82
159779250,Ghana,Cosmetics,Online,C,4/26/14,Sub-Saharan Africa,6/8/14,1086,437.2,263.33,474799.2,285976.38,188822.82
799341905,Israel,Cereal,Offline,M,5/2/16,Middle East and North Africa,6/6/16,1888,205.7,117.11,388361.6,221103.68,167257.92
456246173,Benin,Fruits,Offline,C,9/7/11,Sub-Saharan Africa,9/7/11,2236,9.33,6.92,20861.88,15473.12,5388.76
603978383,Taiwan,Clothes,Online,H,2/10/10,Asia,3/1/10,9480,109.28,35.84,1035974.4,339763.2,696211.2
986337363,Mozambique,Baby Food,Offline,C,1/28/11,Sub-Saharan Africa,2/6/11,7999,255.28,159.42,2041984.72,1275200.58,766784.14
967434442,Samoa ,Cereal,Online,M,2/6/15,Australia and Oceania,2/7/15,4205,205.7,117.11,864968.5,492447.55,372520.95
881693446,Afghanistan,Cosmetics,Online,C,5/29/12,Middle East and North Africa,6/13/12,1539,437.2,263.33,672850.8,405264.87,267585.93
683850705,Mauritania,Fruits,Online,C,1/4/17,Sub-Saharan Africa,2/6/17,5475,9.33,6.92,51081.75,37887,13194.75
398955047,Mozambique,Office Supplies,Online,H,6/25/17,Sub-Saharan Africa,7/20/17,8519,651.21,524.96,5547657.99,4472134.24,1075523.75
572367799,Fiji,Fruits,Online,L,1/10/11,Australia and Oceania,2/5/11,5206,9.33,6.92,48571.98,36025.52,12546.46
919762790,Albania,Snacks,Offline,H,11/7/14,Europe,11/14/14,7103,152.58,97.44,1083775.74,692116.32,391659.42
777126348,South Sudan,Household,Online,M,12/6/16,Sub-Saharan Africa,12/12/16,7811,668.27,502.54,5219856.97,3925339.94,1294517.03
450757300,Egypt,Personal Care,Online,L,2/7/10,Middle East and North Africa,3/25/10,7957,81.73,56.67,650325.61,450923.19,199402.42
767266976,Portugal,Beverages,Online,C,12/23/10,Europe,1/5/11,204,47.45,31.79,9679.8,6485.16,3194.64
823579204,Netherlands,Office Supplies,Offline,C,9/23/10,Europe,10/28/10,4243,651.21,524.96,2763084.03,2227405.28,535678.75
236930310,Democratic Republic of the Congo,Cosmetics,Online,C,9/26/16,Sub-Saharan Africa,11/14/16,1799,437.2,263.33,786522.8,473730.67,312792.13
494869124,Albania,Clothes,Offline,C,12/14/10,Europe,1/14/11,1626,109.28,35.84,177689.28,58275.84,119413.44
905256974,Papua New Guinea,Vegetables,Offline,L,3/30/14,Australia and Oceania,4/22/14,4510,154.06,90.93,694810.6,410094.3,284716.3
846267688,Maldives,Cereal,Offline,C,6/23/14,Asia,6/27/14,8270,205.7,117.11,1701139,968499.7,732639.3
216387593,Gabon,Baby Food,Offline,C,9/19/15,Sub-Saharan Africa,10/4/15,2752,255.28,159.42,702530.56,438723.84,263806.72
784415519,Greenland,Fruits,Offline,H,9/28/11,North America,11/5/11,4838,9.33,6.92,45138.54,33478.96,11659.58
339462792,Sierra Leone,Personal Care,Offline,L,7/17/12,Sub-Saharan Africa,7/30/12,3439,81.73,56.67,281069.47,194888.13,86181.34
340953242,Costa Rica,Cereal,Offline,M,3/28/10,Central America and the Caribbean,4/22/10,4496,205.7,117.11,924827.2,526526.56,398300.64
968623197,Hungary,Fruits,Online,C,2/26/13,Europe,3/15/13,5984,9.33,6.92,55830.72,41409.28,14421.44
672521483,Greece,Cereal,Offline,H,10/7/11,Europe,10/30/11,2907,205.7,117.11,597969.9,340438.77,257531.13
223009431,The Bahamas,Baby Food,Offline,H,9/25/12,Central America and the Caribbean,11/5/12,2301,255.28,159.42,587399.28,366825.42,220573.86
460760867,Estonia,Personal Care,Online,L,6/13/12,Europe,6/16/12,8235,81.73,56.67,673046.55,466677.45,206369.1
946762120,Tonga,Vegetables,Online,L,12/4/15,Australia and Oceania,12/13/15,6805,154.06,90.93,1048378.3,618778.65,429599.65
412312018,Egypt,Household,Offline,M,4/24/10,Middle East and North Africa,6/10/10,1144,668.27,502.54,764500.88,574905.76,189595.12
809021890,Norway,Clothes,Online,L,2/11/14,Europe,2/24/14,6410,109.28,35.84,700484.8,229734.4,470750.4
558815562,Kenya,Baby Food,Online,H,10/30/12,Sub-Saharan Africa,12/17/12,4798,255.28,159.42,1224833.44,764897.16,459936.28
403929364,Bangladesh,Vegetables,Offline,H,9/26/15,Asia,9/27/15,530,154.06,90.93,81651.8,48192.9,33458.9
256912124,France,Cereal,Offline,M,3/30/14,Europe,4/13/14,4861,205.7,117.11,999907.7,569271.71,430635.99
550625169,Marshall Islands,Cereal,Offline,C,12/20/15,Australia and Oceania,1/28/16,1078,205.7,117.11,221744.6,126244.58,95500.02
888242328,Bosnia and Herzegovina,Vegetables,Online,H,9/2/10,Europe,9/18/10,9498,154.06,90.93,1463261.88,863653.14,599608.74
493249928,Namibia,Meat,Offline,L,11/18/11,Sub-Saharan Africa,11/19/11,2470,421.89,364.69,1042068.3,900784.3,141284
459446799,Croatia,Household,Online,C,4/11/15,Europe,5/17/15,9373,668.27,502.54,6263694.71,4710307.42,1553387.29
600944268,Norway,Cosmetics,Offline,M,1/5/10,Europe,1/31/10,1618,437.2,263.33,707389.6,426067.94,281321.66
802166163,Croatia,Snacks,Offline,L,10/29/12,Europe,11/15/12,7649,152.58,97.44,1167084.42,745318.56,421765.86
567848813,Sierra Leone,Cereal,Offline,H,3/23/11,Sub-Saharan Africa,4/7/11,7937,205.7,117.11,1632640.9,929502.07,703138.83
373041045,Russia,Meat,Online,C,9/14/12,Europe,10/1/12,9990,421.89,364.69,4214681.1,3643253.1,571428
313104188,Ireland,Fruits,Online,M,9/9/10,Europe,10/11/10,3342,9.33,6.92,31180.86,23126.64,8054.22
553712069,Pakistan,Snacks,Offline,C,1/10/11,Middle East and North Africa,1/17/11,4561,152.58,97.44,695917.38,444423.84,251493.54
880851018,Canada,Vegetables,Offline,L,1/19/13,North America,1/21/13,2246,154.06,90.93,346018.76,204228.78,141789.98
250819861,Qatar,Beverages,Offline,M,5/21/13,Middle East and North Africa,6/7/13,2026,47.45,31.79,96133.7,64406.54,31727.16
840229928,Turkmenistan,Personal Care,Online,C,4/13/17,Asia,4/27/17,1562,81.73,56.67,127662.26,88518.54,39143.72
396005046,Moldova ,Meat,Offline,L,2/15/12,Europe,3/31/12,5548,421.89,364.69,2340645.72,2023300.12,317345.6
785381543,Pakistan,Vegetables,Offline,H,8/28/16,Middle East and North Africa,9/17/16,706,154.06,90.93,108766.36,64196.58,44569.78
345908248,Tuvalu,Cereal,Online,L,8/12/16,Australia and Oceania,9/25/16,792,205.7,117.11,162914.4,92751.12,70163.28
635446488,Sri Lanka,Office Supplies,Online,L,12/8/13,Asia,1/9/14,1592,651.21,524.96,1036726.32,835736.32,200990
582170093,Finland,Baby Food,Online,H,5/31/15,Europe,7/7/15,5922,255.28,159.42,1511768.16,944085.24,567682.92
534565389,France,Office Supplies,Online,L,10/4/13,Europe,10/30/13,8633,651.21,524.96,5621895.93,4531979.68,1089916.25
911431205,Bahrain,Fruits,Online,L,2/8/14,Middle East and North Africa,2/12/14,1602,9.33,6.92,14946.66,11085.84,3860.82
851878869,Cote d'Ivoire,Snacks,Online,M,2/2/15,Sub-Saharan Africa,3/15/15,8743,152.58,97.44,1334006.94,851917.92,482089.02
465332210,Hungary,Personal Care,Offline,M,8/10/12,Europe,9/22/12,996,81.73,56.67,81403.08,56443.32,24959.76
381527554,Bulgaria,Clothes,Offline,H,3/20/11,Europe,4/17/11,1337,109.28,35.84,146107.36,47918.08,98189.28
400513732,Afghanistan,Personal Care,Offline,M,9/21/12,Middle East and North Africa,9/28/12,9768,81.73,56.67,798338.64,553552.56,244786.08
842652070,Kosovo,Cosmetics,Online,M,6/16/12,Europe,6/16/12,8328,437.2,263.33,3641001.6,2193012.24,1447989.36
298616397,Australia,Meat,Online,H,7/30/10,Australia and Oceania,8/17/10,6083,421.89,364.69,2566356.87,2218409.27,347947.6
579393041,United Kingdom,Personal Care,Offline,C,11/22/15,Europe,12/26/15,4131,81.73,56.67,337626.63,234103.77,103522.86
866280829,Germany,Office Supplies,Offline,L,10/5/11,Europe,10/14/11,603,651.21,524.96,392679.63,316550.88,76128.75
860891091,Spain,Personal Care,Offline,H,11/26/12,Europe,12/14/12,5660,81.73,56.67,462591.8,320752.2,141839.6
335147655,Latvia,Baby Food,Offline,C,3/6/16,Europe,3/29/16,6494,255.28,159.42,1657788.32,1035273.48,622514.84
481286847,Italy,Cosmetics,Online,L,12/6/11,Europe,12/8/11,2328,437.2,263.33,1017801.6,613032.24,404769.36
761857497,Lebanon,Snacks,Online,C,7/1/10,Middle East and North Africa,7/20/10,9418,152.58,97.44,1436998.44,917689.92,519308.52
259720933,Romania,Vegetables,Online,L,9/20/15,Europe,9/20/15,6050,154.06,90.93,932063,550126.5,381936.5
828050982,Lebanon,Cosmetics,Offline,H,7/23/13,Middle East and North Africa,8/7/13,7542,437.2,263.33,3297362.4,1986034.86,1311327.54
340333974,Bosnia and Herzegovina,Household,Offline,L,10/8/13,Europe,11/17/13,1241,668.27,502.54,829323.07,623652.14,205670.93
340368735,Maldives,Cereal,Online,L,10/22/15,Asia,12/5/15,1527,205.7,117.11,314103.9,178826.97,135276.93
192266595,Cape Verde,Personal Care,Online,L,8/14/12,Sub-Saharan Africa,8/21/12,4813,81.73,56.67,393366.49,272752.71,120613.78
230451381,Ethiopia,Vegetables,Offline,M,2/25/17,Sub-Saharan Africa,2/25/17,4540,154.06,90.93,699432.4,412822.2,286610.2
409659421,Cape Verde,Fruits,Online,C,2/15/13,Sub-Saharan Africa,2/20/13,6181,9.33,6.92,57668.73,42772.52,14896.21
754939544,Kosovo,Office Supplies,Online,M,10/30/11,Europe,12/11/11,2242,651.21,524.96,1460012.82,1176960.32,283052.5
911653077,Dominican Republic,Personal Care,Online,M,6/21/10,Central America and the Caribbean,8/6/10,7259,81.73,56.67,593278.07,411367.53,181910.54
595473849,Monaco,Household,Online,M,2/8/11,Europe,3/18/11,2800,668.27,502.54,1871156,1407112,464044
942388188,Federated States of Micronesia,Fruits,Offline,H,11/11/16,Australia and Oceania,11/16/16,2462,9.33,6.92,22970.46,17037.04,5933.42
458694922,The Bahamas,Cereal,Offline,H,12/31/12,Central America and the Caribbean,1/21/13,6876,205.7,117.11,1414393.2,805248.36,609144.84
871005380,Barbados,Personal Care,Online,C,2/17/16,Central America and the Caribbean,3/11/16,8702,81.73,56.67,711214.46,493142.34,218072.12
376243388,Burkina Faso,Office Supplies,Offline,M,6/4/17,Sub-Saharan Africa,7/10/17,7634,651.21,524.96,4971337.14,4007544.64,963792.5
391645276,Slovakia,Snacks,Online,C,9/11/16,Europe,10/30/16,5395,152.58,97.44,823169.1,525688.8,297480.3
604759871,Samoa ,Fruits,Offline,L,1/14/11,Australia and Oceania,2/22/11,740,9.33,6.92,6904.2,5120.8,1783.4
323448503,Cambodia,Clothes,Online,H,9/29/13,Asia,11/15/13,4454,109.28,35.84,486733.12,159631.36,327101.76
725884997,South Sudan,Clothes,Online,H,9/6/12,Sub-Saharan Africa,9/7/12,4356,109.28,35.84,476023.68,156119.04,319904.64
810555684,Chad,Cosmetics,Offline,C,12/2/11,Sub-Saharan Africa,1/15/12,294,437.2,263.33,128536.8,77419.02,51117.78
546259391,South Korea,Cereal,Offline,C,10/20/12,Asia,10/23/12,9148,205.7,117.11,1881743.6,1071322.28,810421.32
422107446,Georgia,Office Supplies,Offline,H,3/7/10,Europe,4/2/10,9828,651.21,524.96,6400091.88,5159306.88,1240785
997523677,Montenegro,Baby Food,Online,C,4/25/11,Europe,6/6/11,8278,255.28,159.42,2113207.84,1319678.76,793529.08
652244412,Cambodia,Personal Care,Online,H,12/17/16,Asia,2/2/17,2471,81.73,56.67,201954.83,140031.57,61923.26
536318480,Lebanon,Beverages,Online,M,1/6/10,Middle East and North Africa,1/29/10,7411,47.45,31.79,351651.95,235595.69,116056.26
520107209,Tonga,Personal Care,Offline,H,4/18/12,Australia and Oceania,5/5/12,136,81.73,56.67,11115.28,7707.12,3408.16
544284427,Guinea,Fruits,Offline,L,8/10/12,Sub-Saharan Africa,8/26/12,4712,9.33,6.92,43962.96,32607.04,11355.92
169836461,Mozambique,Cosmetics,Offline,L,12/22/15,Sub-Saharan Africa,1/7/16,7238,437.2,263.33,3164453.6,1905982.54,1258471.06
828062140,Mauritius ,Beverages,Offline,L,2/10/17,Sub-Saharan Africa,2/13/17,844,47.45,31.79,40047.8,26830.76,13217.04
870572793,Cyprus,Household,Online,C,10/24/11,Europe,11/23/11,690,668.27,502.54,461106.3,346752.6,114353.7
519292247,Andorra,Snacks,Offline,M,11/11/15,Europe,12/12/15,8971,152.58,97.44,1368795.18,874134.24,494660.94
516456830,Canada,Fruits,Offline,L,10/25/15,North America,11/3/15,9908,9.33,6.92,92441.64,68563.36,23878.28
774615371,Croatia,Vegetables,Offline,C,8/29/10,Europe,9/3/10,4757,154.06,90.93,732863.42,432554.01,300309.41
826629197,The Gambia,Snacks,Online,L,8/3/15,Sub-Saharan Africa,8/23/15,6804,152.58,97.44,1038154.32,662981.76,375172.56
275672137,Greece,Snacks,Online,H,10/12/12,Europe,11/27/12,6366,152.58,97.44,971324.28,620303.04,351021.24
145230519,United States of America,Baby Food,Online,C,10/11/15,North America,11/16/15,5793,255.28,159.42,1478837.04,923520.06,555316.98
629103171,Philippines,Vegetables,Online,M,9/2/12,Asia,10/6/12,4463,154.06,90.93,687569.78,405820.59,281749.19
641401422,Chad,Fruits,Online,H,5/6/15,Sub-Saharan Africa,6/21/15,3789,9.33,6.92,35351.37,26219.88,9131.49
966549098,Netherlands,Personal Care,Offline,C,3/28/10,Europe,4/13/10,2212,81.73,56.67,180786.76,125354.04,55432.72
209282529,Armenia,Household,Offline,C,2/24/15,Europe,2/25/15,206,668.27,502.54,137663.62,103523.24,34140.38
644650542,Costa Rica,Cosmetics,Online,C,11/10/14,Central America and the Caribbean,12/29/14,5276,437.2,263.33,2306667.2,1389329.08,917338.12
568014466,Costa Rica,Fruits,Offline,L,5/15/10,Central America and the Caribbean,5/31/10,6958,9.33,6.92,64918.14,48149.36,16768.78
145048129,Zimbabwe,Fruits,Offline,C,2/3/15,Sub-Saharan Africa,2/4/15,1820,9.33,6.92,16980.6,12594.4,4386.2
961737859,Uzbekistan,Meat,Online,H,3/21/13,Asia,4/5/13,8459,421.89,364.69,3568767.51,3084912.71,483854.8
174382483,Afghanistan,Baby Food,Online,M,7/8/16,Middle East and North Africa,7/14/16,2507,255.28,159.42,639986.96,399665.94,240321.02
859593331,Ghana,Snacks,Online,M,2/5/15,Sub-Saharan Africa,3/15/15,1624,152.58,97.44,247789.92,158242.56,89547.36
764294230,Jordan,Cosmetics,Online,C,6/27/11,Middle East and North Africa,7/6/11,502,437.2,263.33,219474.4,132191.66,87282.74
855721509,Ukraine,Personal Care,Offline,C,11/8/16,Europe,12/13/16,5865,81.73,56.67,479346.45,332369.55,146976.9
371423995,Pakistan,Cosmetics,Online,H,12/8/16,Middle East and North Africa,12/24/16,1469,437.2,263.33,642246.8,386831.77,255415.03
869263017,Cameroon,Meat,Offline,C,9/3/13,Sub-Saharan Africa,9/22/13,3098,421.89,364.69,1307015.22,1129809.62,177205.6
377412402,Botswana,Vegetables,Online,C,11/9/13,Sub-Saharan Africa,12/27/13,3572,154.06,90.93,550302.32,324801.96,225500.36
144358479,Niger,Fruits,Offline,H,3/13/10,Sub-Saharan Africa,3/30/10,7737,9.33,6.92,72186.21,53540.04,18646.17
588900077,Morocco,Clothes,Offline,H,5/29/15,Middle East and North Africa,7/3/15,7474,109.28,35.84,816758.72,267868.16,548890.56
850148522,Ethiopia,Fruits,Offline,M,12/18/12,Sub-Saharan Africa,1/5/13,6695,9.33,6.92,62464.35,46329.4,16134.95
137527644,Guinea,Cosmetics,Online,M,12/3/13,Sub-Saharan Africa,12/26/13,6341,437.2,263.33,2772285.2,1669775.53,1102509.67
880773770,Slovakia,Household,Online,H,4/4/15,Europe,4/25/15,9386,668.27,502.54,6272382.22,4716840.44,1555541.78
179935729,Ukraine,Cereal,Online,H,3/19/11,Europe,4/8/11,5836,205.7,117.11,1200465.2,683453.96,517011.24
155374848,Georgia,Office Supplies,Offline,H,4/3/12,Europe,5/15/12,7725,651.21,524.96,5030597.25,4055316,975281.25
297764956,Sudan,Clothes,Online,C,12/22/10,Sub-Saharan Africa,2/6/11,4122,109.28,35.84,450452.16,147732.48,302719.68
618092381,Swaziland,Cereal,Online,L,3/5/16,Sub-Saharan Africa,3/9/16,6126,205.7,117.11,1260118.2,717415.86,542702.34
297655951,Mexico,Fruits,Online,M,3/23/11,North America,4/23/11,1865,9.33,6.92,17400.45,12905.8,4494.65
838066995,Uganda,Cereal,Online,C,11/2/10,Sub-Saharan Africa,12/21/10,1502,205.7,117.11,308961.4,175899.22,133062.18
211249339,Malta,Office Supplies,Online,L,11/15/11,Europe,12/6/11,2229,651.21,524.96,1451547.09,1170135.84,281411.25
509439313,Netherlands,Household,Online,C,3/30/12,Europe,4/23/12,3268,668.27,502.54,2183906.36,1642300.72,541605.64
295185744,Central African Republic,Household,Online,C,9/22/14,Sub-Saharan Africa,10/15/14,876,668.27,502.54,585404.52,440225.04,145179.48
451349961,Mauritania,Household,Offline,C,7/30/15,Sub-Saharan Africa,9/14/15,3338,668.27,502.54,2230685.26,1677478.52,553206.74
131105792,Madagascar,Vegetables,Online,C,11/28/15,Sub-Saharan Africa,12/5/15,5972,154.06,90.93,920046.32,543033.96,377012.36
807939565,The Bahamas,Clothes,Online,L,4/30/10,Central America and the Caribbean,6/8/10,6126,109.28,35.84,669449.28,219555.84,449893.44
425650107,Kosovo,Office Supplies,Online,C,6/9/13,Europe,6/15/13,8181,651.21,524.96,5327549.01,4294697.76,1032851.25
148348748,Serbia,Fruits,Online,H,8/12/10,Europe,9/23/10,8546,9.33,6.92,79734.18,59138.32,20595.86
310459315,Lithuania,Household,Offline,H,10/19/14,Europe,11/1/14,665,668.27,502.54,444399.55,334189.1,110210.45
866718137,Panama,Office Supplies,Offline,H,4/15/17,Central America and the Caribbean,4/20/17,12,651.21,524.96,7814.52,6299.52,1515
942174041,China,Household,Online,H,3/23/14,Asia,4/30/14,9091,668.27,502.54,6075242.57,4568591.14,1506651.43
182188355,Cyprus,Cereal,Offline,M,5/21/10,Europe,7/4/10,2438,205.7,117.11,501496.6,285514.18,215982.42
102434909,Angola,Household,Offline,C,5/29/15,Sub-Saharan Africa,7/15/15,1621,668.27,502.54,1083265.67,814617.34,268648.33
938900029,Mongolia,Baby Food,Online,M,4/8/17,Asia,5/11/17,238,255.28,159.42,60756.64,37941.96,22814.68
297882544,Bhutan,Clothes,Offline,L,5/15/16,Asia,6/9/16,8919,109.28,35.84,974668.32,319656.96,655011.36
805993783,Djibouti,Office Supplies,Offline,H,3/8/14,Sub-Saharan Africa,3/18/14,326,651.21,524.96,212294.46,171136.96,41157.5
